aX,aY,aZ,gX,gY,gZ
10.49, -0.24, 1.45, -0.10, -0.19, 0.02
10.13, -0.28, 0.90, -0.11, -0.31, 0.04
9.32, -0.36, -0.24, -0.10, -0.15, 0.04
9.55, -0.43, 0.06, -0.09, 0.16, 0.03
10.28, -0.27, 1.01, -0.08, 0.33, 0.01
10.20, -0.36, 0.86, -0.08, 0.25, -0.00
10.34, -0.25, 1.24, -0.09, 0.15, -0.01
10.38, -0.23, 1.36, -0.09, 0.03, -0.02
10.36, -0.23, 1.34, -0.10, -0.07, -0.01
10.51, -0.22, 1.52, -0.10, -0.21, 0.02
10.08, -0.32, 0.80, -0.11, -0.31, 0.05
9.28, -0.31, -0.32, -0.10, -0.09, 0.05
9.61, -0.42, 0.08, -0.09, 0.20, 0.03
10.36, -0.30, 1.17, -0.08, 0.32, 0.02
10.22, -0.30, 0.90, -0.08, 0.25, -0.01
10.25, -0.29, 1.01, -0.09, 0.12, -0.03
10.34, -0.25, 1.27, -0.09, 0.01, -0.03
10.40, -0.26, 1.38, -0.10, -0.09, -0.01
10.48, -0.27, 1.41, -0.10, -0.27, 0.04
9.84, -0.35, 0.45, -0.11, -0.31, 0.06
9.29, -0.37, -0.31, -0.10, -0.03, 0.05
9.80, -0.32, 0.31, -0.09, 0.27, 0.02
10.41, -0.37, 1.30, -0.08, 0.31, 0.00
10.29, -0.25, 1.08, -0.09, 0.25, -0.02
10.28, -0.27, 1.05, -0.09, 0.12, -0.04
10.30, -0.27, 1.19, -0.09, -0.01, -0.02
10.46, -0.24, 1.45, -0.10, -0.11, 0.01
10.40, -0.26, 1.31, -0.11, -0.29, 0.06
9.64, -0.29, 0.23, -0.11, -0.28, 0.07
9.45, -0.30, -0.13, -0.09, 0.07, 0.03
9.89, -0.40, 0.46, -0.08, 0.30, 0.00
10.41, -0.30, 1.28, -0.08, 0.29, -0.02
10.44, -0.28, 1.41, -0.09, 0.21, -0.02
10.32, -0.25, 1.19, -0.09, 0.11, -0.02
10.27, -0.25, 1.13, -0.09, -0.02, -0.01
10.50, -0.22, 1.49, -0.10, -0.16, 0.03
10.32, -0.26, 1.13, -0.11, -0.31, 0.06
9.50, -0.34, -0.04, -0.11, -0.25, 0.07
9.44, -0.34, -0.13, -0.09, 0.12, 0.02
9.98, -0.43, 0.57, -0.08, 0.32, -0.01
10.36, -0.28, 1.13, -0.08, 0.27, -0.02
10.43, -0.27, 1.40, -0.09, 0.18, -0.01
10.37, -0.29, 1.32, -0.09, 0.09, -0.01
10.29, -0.27, 1.16, -0.09, -0.04, 0.01
10.52, -0.23, 1.52, -0.10, -0.19, 0.02
10.21, -0.27, 1.02, -0.11, -0.32, 0.05
9.29, -0.34, -0.28, -0.10, -0.16, 0.04
9.50, -0.44, -0.01, -0.09, 0.17, 0.02
10.14, -0.33, 0.80, -0.08, 0.34, -0.01
10.21, -0.38, 0.86, -0.08, 0.26, -0.00
10.38, -0.26, 1.25, -0.09, 0.16, -0.01
10.41, -0.27, 1.38, -0.09, 0.06, -0.01
10.36, -0.26, 1.30, -0.10, -0.07, -0.01
10.54, -0.25, 1.53, -0.10, -0.22, 0.02
10.17, -0.26, 0.97, -0.11, -0.33, 0.04
9.22, -0.32, -0.40, -0.10, -0.10, 0.05
9.58, -0.43, 0.05, -0.09, 0.21, 0.03
10.29, -0.27, 1.00, -0.08, 0.34, 0.01
10.25, -0.33, 0.89, -0.08, 0.26, -0.01
10.30, -0.28, 1.09, -0.09, 0.14, -0.02
10.36, -0.26, 1.30, -0.09, 0.01, -0.03
10.40, -0.26, 1.42, -0.10, -0.09, -0.01
10.54, -0.26, 1.53, -0.10, -0.25, 0.02
9.86, -0.31, 0.48, -0.11, -0.32, 0.06
9.26, -0.34, -0.37, -0.10, -0.04, 0.05
9.71, -0.33, 0.17, -0.09, 0.25, 0.03
10.41, -0.36, 1.28, -0.08, 0.32, 0.01
10.30, -0.24, 1.05, -0.09, 0.25, -0.02
10.26, -0.29, 1.03, -0.09, 0.13, -0.03
10.31, -0.26, 1.21, -0.09, -0.01, -0.03
10.45, -0.26, 1.48, -0.10, -0.11, 0.00
10.51, -0.27, 1.49, -0.10, -0.27, 0.04
9.68, -0.30, 0.28, -0.11, -0.30, 0.07
9.33, -0.38, -0.23, -0.09, 0.01, 0.05
9.88, -0.42, 0.45, -0.08, 0.31, 0.00
10.41, -0.34, 1.27, -0.08, 0.30, -0.02
10.39, -0.31, 1.24, -0.09, 0.24, -0.03
10.29, -0.29, 1.16, -0.09, 0.11, -0.02
10.28, -0.29, 1.14, -0.09, -0.02, -0.01
10.48, -0.25, 1.47, -0.10, -0.13, 0.02
10.32, -0.27, 1.13, -0.11, -0.30, 0.06
9.50, -0.31, -0.03, -0.10, -0.26, 0.07
9.39, -0.30, -0.21, -0.09, 0.07, 0.03
9.99, -0.42, 0.57, -0.08, 0.32, -0.01
10.35, -0.27, 1.14, -0.08, 0.28, -0.02
10.41, -0.30, 1.40, -0.09, 0.22, -0.02
10.37, -0.27, 1.31, -0.09, 0.09, -0.01
10.30, -0.26, 1.17, -0.09, -0.03, 0.00
10.49, -0.22, 1.48, -0.10, -0.16, 0.03
10.25, -0.26, 1.06, -0.11, -0.32, 0.05
9.37, -0.35, -0.17, -0.10, -0.22, 0.05
9.48, -0.40, -0.06, -0.09, 0.16, 0.03
10.15, -0.34, 0.77, -0.08, 0.33, -0.01
10.26, -0.33, 0.96, -0.08, 0.26, -0.01
10.35, -0.26, 1.25, -0.09, 0.16, -0.01
10.38, -0.28, 1.39, -0.09, 0.07, -0.01
10.31, -0.26, 1.21, -0.10, -0.05, 0.00
10.54, -0.27, 1.52, -0.10, -0.21, 0.02
10.18, -0.29, 1.00, -0.11, -0.32, 0.04
9.30, -0.37, -0.28, -0.10, -0.17, 0.04
9.56, -0.45, 0.04, -0.09, 0.20, 0.03
10.25, -0.24, 0.97, -0.08, 0.34, 0.01
10.21, -0.38, 0.87, -0.08, 0.26, 0.00
10.30, -0.28, 1.13, -0.09, 0.14, -0.02
10.38, -0.25, 1.39, -0.09, 0.04, -0.02
10.40, -0.25, 1.38, -0.10, -0.08, -0.01
10.54, -0.25, 1.55, -0.10, -0.23, 0.02
10.11, -0.30, 0.90, -0.11, -0.32, 0.05
9.20, -0.35, -0.36, -0.10, -0.06, 0.06
9.68, -0.35, 0.18, -0.09, 0.24, 0.03
10.35, -0.29, 1.14, -0.08, 0.33, 0.02
10.29, -0.26, 1.02, -0.09, 0.25, -0.02
10.25, -0.28, 1.04, -0.09, 0.13, -0.03
10.35, -0.23, 1.30, -0.09, 0.02, -0.03
10.44, -0.23, 1.44, -0.10, -0.10, 0.00
10.53, -0.26, 1.47, -0.10, -0.26, 0.04
9.97, -0.36, 0.59, -0.11, -0.32, 0.07
9.31, -0.35, -0.31, -0.10, 0.00, 0.05
9.81, -0.31, 0.28, -0.09, 0.27, 0.02
10.42, -0.35, 1.24, -0.08, 0.32, 0.01
10.38, -0.28, 1.21, -0.09, 0.24, -0.03
10.26, -0.28, 1.04, -0.09, 0.12, -0.03
10.29, -0.28, 1.14, -0.09, -0.02, -0.01
10.48, -0.24, 1.48, -0.10, -0.13, 0.02
10.49, -0.26, 1.41, -0.11, -0.28, 0.06
9.62, -0.30, 0.17, -0.11, -0.27, 0.07
9.40, -0.35, -0.14, -0.09, 0.05, 0.04
9.89, -0.38, 0.48, -0.08, 0.30, 0.00
10.35, -0.28, 1.21, -0.08, 0.28, -0.02
10.43, -0.30, 1.41, -0.09, 0.22, -0.02
10.30, -0.26, 1.16, -0.09, 0.11, -0.02
10.28, -0.26, 1.15, -0.10, -0.03, 0.00
10.52, -0.21, 1.47, -0.10, -0.15, 0.02
10.38, -0.27, 1.20, -0.11, -0.31, 0.06
9.38, -0.34, -0.20, -0.10, -0.24, 0.06
9.41, -0.30, -0.24, -0.09, 0.10, 0.03
10.12, -0.37, 0.69, -0.08, 0.33, -0.01
10.32, -0.31, 1.01, -0.08, 0.27, -0.01
10.42, -0.29, 1.40, -0.09, 0.20, -0.01
10.38, -0.27, 1.36, -0.09, 0.08, -0.01
10.31, -0.25, 1.19, -0.10, -0.04, 0.00
10.50, -0.24, 1.49, -0.10, -0.18, 0.02
10.24, -0.24, 1.06, -0.11, -0.32, 0.04
9.29, -0.36, -0.23, -0.10, -0.19, 0.05
9.45, -0.41, -0.07, -0.09, 0.15, 0.03
10.21, -0.26, 0.98, -0.08, 0.33, 0.01
10.21, -0.37, 0.95, -0.08, 0.26, 0.00
10.39, -0.26, 1.37, -0.09, 0.17, -0.01
10.38, -0.24, 1.44, -0.09, 0.05, -0.02
10.32, -0.23, 1.32, -0.10, -0.06, -0.01
10.54, -0.23, 1.56, -0.10, -0.23, 0.02
10.10, -0.30, 0.86, -0.11, -0.33, 0.05
9.19, -0.34, -0.43, -0.10, -0.14, 0.05
9.67, -0.37, 0.11, -0.09, 0.24, 0.03
10.33, -0.29, 1.12, -0.08, 0.34, 0.01
10.22, -0.38, 0.89, -0.09, 0.26, -0.00
10.29, -0.30, 1.06, -0.09, 0.13, -0.03
10.37, -0.25, 1.31, -0.09, 0.02, -0.03
10.39, -0.26, 1.31, -0.10, -0.08, -0.01
10.54, -0.28, 1.50, -0.10, -0.27, 0.04
9.97, -0.37, 0.64, -0.11, -0.33, 0.07
9.19, -0.37, -0.46, -0.10, -0.08, 0.06
9.78, -0.28, 0.23, -0.09, -0.07, -0.07
10.41, -0.37, 1.24, -0.08, 0.33, 0.01
10.28, -0.30, 0.98, -0.09, 0.26, -0.02
10.27, -0.29, 1.05, -0.09, 0.13, -0.03
10.33, -0.24, 1.27, -0.09, 0.00, -0.03
10.48, -0.23, 1.52, -0.10, -0.12, 0.01
10.50, -0.23, 1.46, -0.11, -0.29, 0.05
9.75, -0.30, 0.35, -0.11, -0.32, 0.08
9.36, -0.30, -0.23, -0.09, 0.04, 0.04
9.83, -0.31, 0.36, -0.08, 0.30, 0.00
10.44, -0.36, 1.34, -0.08, 0.32, -0.01
10.41, -0.31, 1.36, -0.09, 0.24, -0.02
10.29, -0.28, 1.12, -0.09, 0.12, -0.02
10.32, -0.27, 1.20, -0.09, -0.01, -0.01
10.53, -0.24, 1.53, -0.10, -0.15, 0.02
10.43, -0.28, 1.30, -0.11, -0.32, 0.05
9.62, -0.32, 0.14, -0.11, -0.30, 0.07
9.36, -0.33, -0.28, -0.09, 0.09, 0.03
9.91, -0.46, 0.48, -0.08, 0.33, -0.00
10.35, -0.29, 1.12, -0.08, 0.28, -0.01
10.42, -0.30, 1.42, -0.09, 0.22, -0.01
10.30, -0.28, 1.20, -0.09, 0.10, -0.01
10.29, -0.23, 1.18, -0.10, -0.04, 0.00
10.55, -0.20, 1.55, -0.10, -0.17, 0.02
10.30, -0.23, 1.14, -0.11, -0.33, 0.05
9.33, -0.34, -0.25, -0.10, -0.21, 0.05
9.43, -0.35, -0.16, -0.09, 0.14, 0.03
10.04, -0.40, 0.67, -0.08, 0.34, -0.00
10.25, -0.34, 0.97, -0.08, 0.27, 0.00
10.43, -0.26, 1.40, -0.09, 0.18, -0.01
10.37, -0.25, 1.35, -0.09, 0.09, -0.01
10.33, -0.23, 1.25, -0.10, -0.06, -0.01
10.55, -0.22, 1.55, -0.10, -0.20, 0.01
10.13, -0.29, 0.91, -0.11, -0.34, 0.05
9.24, -0.36, -0.34, -0.10, -0.16, 0.05
9.50, -0.45, -0.06, -0.09, 0.18, 0.04
10.29, -0.27, 1.00, -0.08, 0.35, 0.01
10.23, -0.39, 0.86, -0.09, 0.26, -0.00
10.37, -0.29, 1.23, -0.09, 0.16, -0.02
10.39, -0.25, 1.35, -0.09, 0.03, -0.03
10.38, -0.25, 1.29, -0.10, -0.07, -0.01
10.58, -0.24, 1.56, -0.10, -0.23, 0.02
10.04, -0.34, 0.73, -0.11, -0.34, 0.07
9.19, -0.35, -0.47, -0.10, -0.10, 0.06
9.59, -0.45, 0.05, -0.09, 0.22, 0.04
10.38, -0.32, 1.19, -0.08, 0.34, 0.00
10.28, -0.30, 0.93, -0.08, 0.26, -0.02
10.31, -0.26, 1.12, -0.09, 0.14, -0.03
10.36, -0.24, 1.32, -0.09, 0.01, -0.03
10.40, -0.24, 1.42, -0.10, -0.09, -0.00
10.54, -0.26, 1.50, -0.10, -0.28, 0.05
9.83, -0.31, 0.48, -0.11, -0.33, 0.08
9.20, -0.35, -0.41, -0.10, -0.04, 0.06
9.82, -0.30, 0.33, -0.09, 0.29, 0.01
10.42, -0.35, 1.27, -0.08, 0.32, -0.01
10.30, -0.26, 1.04, -0.09, 0.26, -0.03
10.26, -0.28, 1.05, -0.09, 0.12, -0.02
10.30, -0.27, 1.22, -0.09, -0.01, -0.02
10.44, -0.26, 1.42, -0.10, -0.11, 0.01
10.47, -0.29, 1.37, -0.11, -0.29, 0.05
9.69, -0.31, 0.25, -0.11, -0.30, 0.07
9.30, -0.37, -0.31, -0.10, 0.01, 0.04
9.90, -0.44, 0.46, -0.08, 0.31, -0.00
10.40, -0.33, 1.26, -0.08, 0.30, -0.02
10.42, -0.30, 1.39, -0.09, 0.22, -0.01
10.29, -0.25, 1.18, -0.09, 0.11, -0.01
10.27, -0.27, 1.16, -0.09, -0.02, -0.00
10.51, -0.22, 1.51, -0.10, -0.16, 0.01
10.39, -0.26, 1.26, -0.11, -0.31, 0.04
9.56, -0.30, 0.07, -0.11, -0.28, 0.06
9.36, -0.31, -0.24, -0.09, 0.11, 0.03
9.98, -0.42, 0.57, -0.08, 0.33, 0.00
10.36, -0.27, 1.14, -0.08, 0.28, -0.01
10.42, -0.29, 1.40, -0.09, 0.20, -0.01
10.35, -0.27, 1.26, -0.09, 0.10, -0.01
10.29, -0.25, 1.13, -0.09, -0.03, -0.00
10.53, -0.24, 1.49, -0.10, -0.18, 0.01
10.30, -0.28, 1.07, -0.11, -0.32, 0.04
9.28, -0.37, -0.34, -0.10, -0.19, 0.06
9.45, -0.40, -0.17, -0.09, 0.16, 0.04
10.15, -0.38, 0.74, -0.08, 0.34, 0.01
10.23, -0.38, 0.90, -0.08, 0.26, -0.00
10.38, -0.27, 1.30, -0.09, 0.17, -0.02
10.39, -0.26, 1.37, -0.09, 0.07, -0.02
10.35, -0.24, 1.30, -0.10, -0.06, -0.02
10.50, -0.24, 1.53, -0.10, -0.21, 0.01
10.17, -0.28, 0.99, -0.11, -0.33, 0.05
9.24, -0.36, -0.37, -0.10, -0.13, 0.06
9.52, -0.45, 0.01, -0.09, 0.20, 0.04
10.24, -0.25, 0.95, -0.08, 0.34, 0.01
10.22, -0.36, 0.90, -0.08, 0.26, -0.02
10.31, -0.26, 1.15, -0.09, 0.15, -0.03
10.37, -0.25, 1.38, -0.09, 0.05, -0.04
10.38, -0.25, 1.35, -0.10, -0.08, -0.01
10.54, -0.26, 1.52, -0.10, -0.22, 0.03
10.01, -0.34, 0.71, -0.11, -0.33, 0.08
9.21, -0.35, -0.45, -0.10, -0.08, 0.06
9.65, -0.42, 0.06, -0.09, 0.24, 0.03
10.37, -0.36, 1.18, -0.08, 0.32, -0.01
10.25, -0.27, 0.98, -0.09, 0.26, -0.03
10.28, -0.28, 1.07, -0.09, 0.14, -0.04
10.33, -0.25, 1.23, -0.09, 0.00, -0.02
10.42, -0.26, 1.39, -0.10, -0.10, 0.00
10.56, -0.25, 1.51, -0.10, -0.25, 0.04
9.80, -0.31, 0.41, -0.11, -0.32, 0.07
9.20, -0.35, -0.40, -0.10, -0.03, 0.05
9.74, -0.29, 0.25, -0.09, 0.27, 0.01
10.39, -0.35, 1.28, -0.08, 0.31, -0.02
10.33, -0.25, 1.13, -0.08, 0.25, -0.03
10.28, -0.27, 1.12, -0.09, 0.12, -0.01
10.29, -0.24, 1.21, -0.09, -0.01, -0.00
10.44, -0.23, 1.47, -0.10, -0.12, 0.01
10.44, -0.25, 1.36, -0.11, -0.30, 0.04
9.66, -0.28, 0.26, -0.11, -0.30, 0.06
9.28, -0.34, -0.28, -0.10, 0.02, 0.04
9.93, -0.40, 0.51, -0.08, 0.31, 0.01
10.39, -0.31, 1.25, -0.08, 0.29, -0.01
10.36, -0.28, 1.29, -0.09, 0.24, -0.02
10.32, -0.26, 1.21, -0.09, 0.11, -0.01
10.29, -0.26, 1.16, -0.09, -0.02, -0.00
10.48, -0.25, 1.48, -0.10, -0.14, 0.01
10.39, -0.26, 1.22, -0.11, -0.32, 0.03
9.53, -0.30, 0.03, -0.11, -0.27, 0.05
9.35, -0.34, -0.27, -0.09, 0.12, 0.05
10.03, -0.44, 0.64, -0.08, 0.33, 0.02
10.35, -0.25, 1.13, -0.08, 0.28, -0.00
10.42, -0.28, 1.40, -0.09, 0.19, -0.02
10.37, -0.25, 1.30, -0.09, 0.09, -0.03
10.31, -0.26, 1.17, -0.09, -0.03, -0.02
10.52, -0.22, 1.51, -0.10, -0.18, 0.01
10.48, -0.26, 1.39, -0.10, -0.29, 0.04
9.35, -0.34, -0.20, -0.10, -0.24, 0.06
9.45, -0.40, -0.12, -0.09, 0.17, 0.05
10.16, -0.34, 0.79, -0.08, 0.34, 0.01
10.26, -0.31, 0.99, -0.08, 0.27, -0.00
10.35, -0.23, 1.27, -0.09, 0.17, -0.04
10.38, -0.26, 1.38, -0.09, 0.07, -0.04
10.32, -0.24, 1.21, -0.10, -0.04, -0.02
10.53, -0.24, 1.51, -0.10, -0.20, 0.03
10.24, -0.26, 1.03, -0.11, -0.33, 0.07
9.24, -0.36, -0.40, -0.10, -0.13, 0.07
9.54, -0.48, -0.00, -0.09, 0.20, 0.04
10.26, -0.28, 0.95, -0.08, 0.34, -0.00
10.24, -0.36, 0.89, -0.08, 0.26, -0.03
10.33, -0.27, 1.16, -0.09, 0.15, -0.04
10.39, -0.26, 1.41, -0.09, 0.05, -0.04
10.39, -0.26, 1.39, -0.10, -0.08, 0.00
10.54, -0.24, 1.55, -0.10, -0.23, 0.04
10.14, -0.30, 0.94, -0.11, -0.33, 0.08
9.19, -0.35, -0.43, -0.10, -0.08, 0.05
9.64, -0.39, 0.11, -0.09, 0.24, 0.01
10.33, -0.29, 1.11, -0.08, 0.33, -0.02
10.26, -0.28, 1.00, -0.08, 0.26, -0.03
10.27, -0.28, 1.06, -0.09, 0.14, -0.03
10.31, -0.26, 1.25, -0.09, 0.00, -0.00
10.39, -0.25, 1.42, -0.10, -0.10, 0.01
10.58, -0.25, 1.53, -0.10, -0.25, 0.04
9.82, -0.34, 0.45, -0.11, -0.32, 0.06
9.21, -0.38, -0.42, -0.10, -0.03, 0.04
9.77, -0.30, 0.23, -0.09, 0.27, 0.00
10.42, -0.36, 1.22, -0.08, 0.31, -0.01
10.32, -0.25, 1.08, -0.09, 0.25, -0.02
10.27, -0.30, 1.02, -0.09, 0.13, -0.01
10.30, -0.27, 1.16, -0.09, -0.01, -0.00
10.45, -0.25, 1.42, -0.10, -0.12, 0.00
10.52, -0.28, 1.46, -0.10, -0.27, 0.03
9.65, -0.30, 0.22, -0.11, -0.30, 0.05
9.29, -0.37, -0.32, -0.09, 0.02, 0.04
9.86, -0.30, 0.36, -0.08, 0.29, 0.01
10.39, -0.32, 1.22, -0.08, 0.29, 0.00
10.38, -0.27, 1.27, -0.09, 0.24, -0.02
10.31, -0.24, 1.18, -0.09, 0.11, -0.03
10.28, -0.25, 1.15, -0.09, -0.02, -0.02
10.48, -0.22, 1.48, -0.10, -0.14, -0.00
10.40, -0.24, 1.25, -0.11, -0.31, 0.04
9.56, -0.29, 0.09, -0.11, -0.27, 0.06
9.37, -0.30, -0.26, -0.09, 0.06, 0.05
10.02, -0.44, 0.64, -0.08, 0.33, 0.02
10.34, -0.28, 1.16, -0.08, 0.28, -0.00
10.41, -0.30, 1.40, -0.09, 0.22, -0.02
10.37, -0.27, 1.31, -0.09, 0.09, -0.04
10.29, -0.26, 1.16, -0.09, -0.03, -0.02
10.50, -0.22, 1.49, -0.10, -0.16, 0.01
10.28, -0.25, 1.11, -0.11, -0.32, 0.06
9.42, -0.34, -0.18, -0.10, -0.24, 0.07
9.40, -0.41, -0.18, -0.09, 0.16, 0.04
10.14, -0.38, 0.78, -0.08, 0.34, 0.00
10.26, -0.30, 1.00, -0.08, 0.27, -0.02
10.39, -0.24, 1.30, -0.09, 0.17, -0.04
10.41, -0.26, 1.37, -0.09, 0.07, -0.03
10.30, -0.23, 1.19, -0.09, -0.05, -0.01
10.53, -0.22, 1.53, -0.10, -0.21, 0.04
10.21, -0.26, 0.97, -0.11, -0.33, 0.07
9.28, -0.36, -0.29, -0.10, -0.20, 0.07
9.51, -0.47, -0.03, -0.09, 0.20, 0.02
10.25, -0.30, 0.94, -0.08, 0.34, -0.02
10.23, -0.35, 0.91, -0.08, 0.26, -0.03
10.32, -0.26, 1.19, -0.09, 0.15, -0.03
10.38, -0.25, 1.41, -0.09, 0.05, -0.02
10.37, -0.26, 1.33, -0.10, -0.08, 0.01
10.56, -0.27, 1.56, -0.10, -0.23, 0.04
10.13, -0.29, 0.94, -0.11, -0.33, 0.07
9.19, -0.35, -0.45, -0.10, -0.09, 0.04
9.60, -0.44, 0.03, -0.09, 0.23, 0.01
10.33, -0.26, 1.07, -0.08, 0.34, -0.02
10.26, -0.31, 0.94, -0.08, 0.26, -0.02
10.28, -0.28, 1.08, -0.09, 0.14, -0.01
10.36, -0.25, 1.36, -0.09, 0.03, -0.00
10.39, -0.25, 1.37, -0.10, -0.09, 0.01
10.54, -0.26, 1.53, -0.10, -0.24, 0.03
10.09, -0.34, 0.81, -0.11, -0.33, 0.05
9.19, -0.36, -0.43, -0.10, -0.05, 0.04
9.72, -0.34, 0.20, -0.09, 0.26, 0.01
10.37, -0.32, 1.20, -0.08, 0.33, -0.00
10.29, -0.27, 1.11, -0.08, 0.25, -0.02
10.26, -0.29, 1.05, -0.09, 0.13, -0.01
10.30, -0.26, 1.21, -0.09, -0.01, -0.02
10.43, -0.23, 1.43, -0.10, -0.11, 0.00
10.53, -0.25, 1.48, -0.10, -0.27, 0.03
9.73, -0.28, 0.33, -0.11, -0.31, 0.06
9.28, -0.36, -0.31, -0.10, 0.00, 0.05
9.81, -0.28, 0.33, -0.09, 0.28, 0.02
10.41, -0.34, 1.28, -0.08, 0.30, 0.01
10.38, -0.28, 1.24, -0.08, 0.24, -0.02
10.27, -0.28, 1.06, -0.09, 0.12, -0.03
10.29, -0.29, 1.17, -0.09, -0.02, -0.02
10.46, -0.26, 1.47, -0.10, -0.13, 0.01
10.50, -0.29, 1.41, -0.11, -0.29, 0.04
9.60, -0.30, 0.15, -0.11, -0.29, 0.07
9.36, -0.33, -0.23, -0.09, 0.05, 0.05
9.98, -0.43, 0.59, -0.08, 0.33, 0.01
10.39, -0.27, 1.22, -0.08, 0.29, -0.01
10.41, -0.30, 1.39, -0.09, 0.23, -0.03
10.34, -0.25, 1.28, -0.09, 0.10, -0.03
10.27, -0.26, 1.15, -0.09, -0.03, -0.02
10.50, -0.22, 1.51, -0.10, -0.15, 0.02
10.31, -0.25, 1.15, -0.11, -0.32, 0.07
9.46, -0.31, -0.06, -0.10, -0.25, 0.07
9.36, -0.29, -0.25, -0.09, 0.09, 0.04
10.10, -0.40, 0.72, -0.08, 0.33, -0.01
10.31, -0.27, 1.05, -0.08, 0.27, -0.02
10.43, -0.30, 1.41, -0.09, 0.21, -0.03
10.39, -0.28, 1.36, -0.09, 0.09, -0.01
10.29, -0.26, 1.17, -0.09, -0.04, 0.00
10.52, -0.25, 1.48, -0.10, -0.19, 0.03
10.37, -0.27, 1.24, -0.11, -0.32, 0.06
9.35, -0.38, -0.23, -0.10, -0.22, 0.06
9.47, -0.44, -0.09, -0.09, 0.18, 0.02
9.85, -0.35, 0.35, -0.09, 0.29, 0.02
10.25, -0.34, 0.93, -0.08, 0.26, -0.02
10.35, -0.27, 1.25, -0.09, 0.16, -0.01
10.39, -0.28, 1.41, -0.09, 0.07, -0.00
10.32, -0.25, 1.23, -0.10, -0.05, 0.01
10.54, -0.25, 1.53, -0.10, -0.21, 0.02
10.28, -0.28, 1.06, -0.11, -0.33, 0.05
9.26, -0.39, -0.37, -0.10, -0.18, 0.05
9.60, -0.45, 0.07, -0.09, 0.21, 0.02
10.29, -0.27, 1.02, -0.08, 0.34, -0.00
10.24, -0.35, 0.87, -0.09, 0.26, -0.01
10.30, -0.27, 1.13, -0.09, 0.14, -0.01
10.39, -0.23, 1.38, -0.09, 0.04, -0.01
10.38, -0.24, 1.33, -0.10, -0.08, -0.01
10.56, -0.24, 1.49, -0.10, -0.22, 0.02
10.10, -0.32, 0.87, -0.11, -0.33, 0.04
9.23, -0.33, -0.40, -0.10, -0.07, 0.05
9.68, -0.39, 0.14, -0.09, 0.24, 0.03
10.35, -0.28, 1.13, -0.08, 0.33, 0.01
10.28, -0.28, 1.01, -0.09, 0.25, -0.02
10.27, -0.31, 1.02, -0.09, 0.13, -0.02
10.36, -0.25, 1.31, -0.09, 0.02, -0.02
10.41, -0.26, 1.39, -0.10, -0.10, -0.00
10.51, -0.27, 1.47, -0.10, -0.24, 0.03
10.03, -0.33, 0.79, -0.11, -0.32, 0.06
9.24, -0.38, -0.38, -0.10, -0.02, 0.05
9.76, -0.31, 0.25, -0.09, 0.26, 0.02
10.38, -0.33, 1.22, -0.08, 0.29, -0.01
10.33, -0.24, 1.11, -0.09, 0.24, -0.03
10.24, -0.28, 1.01, -0.09, 0.12, -0.03
10.28, -0.25, 1.18, -0.09, -0.01, -0.02
10.42, -0.22, 1.44, -0.10, -0.11, 0.01
10.50, -0.24, 1.49, -0.10, -0.26, 0.05
9.73, -0.28, 0.37, -0.11, -0.29, 0.07
9.32, -0.34, -0.24, -0.09, 0.02, 0.04
9.83, -0.31, 0.40, -0.09, 0.28, 0.01
10.37, -0.30, 1.20, -0.08, 0.28, -0.02
10.40, -0.28, 1.29, -0.09, 0.23, -0.02
10.27, -0.27, 1.10, -0.09, 0.12, -0.03
10.28, -0.28, 1.16, -0.10, -0.02, -0.00
10.46, -0.25, 1.46, -0.10, -0.13, 0.02
10.36, -0.27, 1.22, -0.11, -0.30, 0.05
9.59, -0.32, 0.10, -0.11, -0.27, 0.06
9.37, -0.35, -0.27, -0.09, 0.06, 0.03
10.03, -0.43, 0.62, -0.08, 0.32, -0.00
10.31, -0.27, 1.11, -0.08, 0.27, -0.02
10.41, -0.31, 1.38, -0.09, 0.22, -0.02
10.35, -0.28, 1.30, -0.09, 0.09, -0.01
10.28, -0.26, 1.16, -0.09, -0.03, 0.00
10.48, -0.21, 1.47, -0.10, -0.15, 0.02
10.29, -0.23, 1.11, -0.11, -0.31, 0.04
9.39, -0.31, -0.11, -0.10, -0.24, 0.05
9.36, -0.28, -0.18, -0.09, 0.10, 0.03
10.10, -0.35, 0.76, -0.08, 0.33, 0.00
10.30, -0.27, 1.04, -0.08, 0.26, -0.00
10.44, -0.27, 1.42, -0.09, 0.20, -0.01
10.40, -0.27, 1.39, -0.09, 0.08, -0.01
10.30, -0.24, 1.20, -0.09, -0.04, -0.01
10.51, -0.21, 1.53, -0.10, -0.20, 0.01
10.17, -0.26, 0.95, -0.11, -0.33, 0.04
9.28, -0.37, -0.29, -0.10, -0.21, 0.05
9.53, -0.48, -0.05, -0.09, 0.19, 0.05
10.22, -0.34, 0.82, -0.08, 0.34, 0.01
10.24, -0.37, 0.92, -0.09, 0.26, 0.00
10.30, -0.27, 1.24, -0.09, 0.16, -0.03
10.35, -0.25, 1.39, -0.09, 0.06, -0.03
10.33, -0.24, 1.25, -0.10, -0.05, -0.02
10.58, -0.25, 1.57, -0.10, -0.22, 0.02
10.17, -0.27, 0.96, -0.11, -0.34, 0.06
9.26, -0.36, -0.31, -0.10, -0.17, 0.06
9.54, -0.44, 0.06, -0.09, 0.22, 0.04
10.23, -0.27, 1.00, -0.08, 0.35, 0.01
