aX,aY,aZ,gX,gY,gZ
10.14, -0.26, 0.89, -0.10, -0.01, 0.03
9.95, -0.32, 0.56, -0.09, 0.05, 0.02
10.30, -0.30, 1.19, -0.10, 0.04, 0.01
9.95, -0.30, 0.54, -0.10, 0.00, -0.01
10.19, -0.31, 0.98, -0.09, 0.07, -0.02
10.23, -0.28, 0.99, -0.10, -0.00, -0.02
9.96, -0.34, 0.54, -0.09, 0.05, 0.01
10.31, -0.31, 1.16, -0.09, 0.04, 0.00
10.00, -0.30, 0.63, -0.10, -0.01, 0.02
10.17, -0.34, 0.96, -0.09, 0.07, -0.00
10.20, -0.28, 0.96, -0.10, -0.00, -0.00
9.96, -0.33, 0.54, -0.09, 0.05, 0.01
10.31, -0.31, 1.16, -0.09, 0.04, 0.00
10.01, -0.29, 0.62, -0.10, -0.01, 0.02
10.19, -0.33, 0.97, -0.09, 0.07, 0.03
10.21, -0.26, 0.96, -0.10, -0.00, 0.03
9.94, -0.30, 0.51, -0.09, 0.04, 0.03
10.29, -0.31, 1.17, -0.10, 0.04, 0.01
10.01, -0.30, 0.64, -0.10, -0.01, 0.01
10.12, -0.34, 0.83, -0.09, 0.08, 0.01
10.21, -0.28, 0.98, -0.10, -0.00, 0.03
9.94, -0.32, 0.49, -0.09, 0.04, 0.04
10.28, -0.31, 1.18, -0.09, 0.05, 0.02
10.01, -0.29, 0.63, -0.10, -0.01, 0.00
10.08, -0.35, 0.84, -0.09, 0.07, -0.01
10.18, -0.29, 1.00, -0.10, -0.00, -0.01
9.91, -0.32, 0.51, -0.09, 0.04, 0.00
10.28, -0.31, 1.14, -0.09, 0.05, -0.00
10.01, -0.27, 0.65, -0.10, -0.01, 0.01
10.09, -0.33, 0.83, -0.09, 0.07, 0.00
10.25, -0.26, 1.05, -0.10, 0.01, -0.01
9.94, -0.31, 0.49, -0.09, 0.03, -0.01
10.28, -0.32, 1.15, -0.09, 0.05, -0.01
10.08, -0.30, 0.76, -0.10, -0.02, 0.01
10.10, -0.33, 0.80, -0.09, 0.07, 0.03
10.25, -0.28, 1.05, -0.10, 0.00, 0.03
9.93, -0.30, 0.50, -0.10, 0.02, 0.04
10.29, -0.31, 1.17, -0.09, 0.05, 0.01
10.08, -0.26, 0.76, -0.10, -0.01, 0.02
10.02, -0.31, 0.67, -0.09, 0.07, 0.01
10.26, -0.28, 1.06, -0.10, 0.01, 0.03
9.94, -0.32, 0.46, -0.10, 0.02, 0.04
10.02, -0.35, 0.65, -0.09, 0.07, 0.01
10.10, -0.28, 0.74, -0.10, -0.01, 0.02
10.03, -0.35, 0.68, -0.09, 0.07, 0.01
10.25, -0.30, 1.08, -0.10, 0.01, -0.00
9.92, -0.34, 0.49, -0.10, 0.02, 0.01
10.24, -0.36, 1.05, -0.09, 0.07, 0.00
10.08, -0.32, 0.76, -0.10, -0.01, 0.02
10.04, -0.35, 0.66, -0.09, 0.07, 0.01
10.28, -0.31, 1.09, -0.10, 0.02, 0.00
9.93, -0.31, 0.47, -0.10, 0.02, -0.01
10.24, -0.32, 1.07, -0.09, 0.07, -0.02
10.15, -0.28, 0.88, -0.10, -0.01, -0.00
10.03, -0.35, 0.70, -0.09, 0.07, 0.02
10.27, -0.30, 1.17, -0.10, 0.02, 0.02
9.94, -0.32, 0.52, -0.10, 0.02, 0.02
10.24, -0.30, 1.10, -0.09, 0.07, 0.01
10.16, -0.25, 0.90, -0.10, -0.01, 0.02
10.06, -0.34, 0.70, -0.09, 0.07, 0.02
10.28, -0.28, 1.14, -0.10, 0.02, 0.02
9.96, -0.30, 0.57, -0.10, 0.00, 0.04
10.22, -0.32, 1.11, -0.09, 0.07, 0.04
10.15, -0.28, 0.90, -0.10, -0.01, 0.04
9.96, -0.35, 0.56, -0.09, 0.05, 0.03
10.29, -0.30, 1.12, -0.10, 0.02, 0.00
9.96, -0.28, 0.51, -0.10, 0.01, 0.01
10.20, -0.33, 0.94, -0.09, 0.07, 0.00
10.15, -0.27, 0.87, -0.10, -0.01, 0.03
9.97, -0.33, 0.54, -0.09, 0.05, 0.02
10.30, -0.31, 1.16, -0.10, 0.04, 0.01
9.96, -0.30, 0.53, -0.10, 0.00, -0.00
10.19, -0.33, 0.93, -0.09, 0.07, -0.02
10.30, -0.30, 1.13, -0.10, 0.04, 0.01
9.96, -0.31, 0.54, -0.09, 0.05, 0.01
10.30, -0.27, 1.17, -0.10, 0.03, 0.01
9.96, -0.27, 0.56, -0.10, 0.00, 0.02
10.19, -0.30, 0.99, -0.09, 0.07, 0.01
10.24, -0.28, 1.00, -0.10, -0.01, 0.01
9.95, -0.35, 0.58, -0.09, 0.05, 0.01
108.48, 8.73, -42.87, -29.97, 0.00, -8.69
108.48, 8.73, -49.00, 32.69, 0.00, -8.69
108.48, 8.73, -47.77, -20.43, 0.00, -8.69
108.48, 8.73, -49.00, -3.81, 0.00, -8.69
54.24, 4.37, -23.89, 4.84, 0.00, -2.18
9.91, -0.31, 0.42, -0.10, 0.01, 0.02
10.26, -0.33, 1.07, -0.09, 0.07, 0.02
10.08, -0.28, 0.75, -0.10, -0.02, 0.03
9.98, -0.33, 0.62, -0.09, 0.06, 0.01
10.26, -0.28, 1.09, -0.10, 0.00, -0.01
9.89, -0.29, 0.45, -0.10, 0.01, -0.01
10.25, -0.30, 1.16, -0.09, 0.07, -0.01
10.10, -0.28, 0.81, -0.10, -0.01, 0.01
9.99, -0.34, 0.64, -0.09, 0.07, 0.01
10.30, -0.30, 1.18, -0.10, 0.02, 0.01
9.91, -0.29, 0.45, -0.10, 0.01, 0.00
10.27, -0.30, 1.10, -0.09, 0.07, -0.00
10.17, -0.26, 0.85, -0.10, -0.01, -0.00
10.02, -0.32, 0.62, -0.09, 0.07, 0.02
10.31, -0.28, 1.15, -0.10, 0.02, 0.02
9.95, -0.30, 0.49, -0.10, -0.00, 0.04
10.26, -0.32, 1.10, -0.09, 0.07, 0.03
10.16, -0.29, 0.88, -0.10, -0.01, 0.02
10.01, -0.34, 0.64, -0.09, 0.07, 0.01
10.30, -0.29, 1.15, -0.10, 0.02, 0.01
9.93, -0.29, 0.50, -0.10, -0.00, 0.02
10.27, -0.33, 1.13, -0.09, 0.07, 0.03
10.32, -0.32, 1.20, -0.10, 0.04, 0.01
9.95, -0.34, 0.53, -0.09, 0.05, 0.03
10.31, -0.31, 1.18, -0.10, 0.02, -0.01
9.94, -0.30, 0.53, -0.10, -0.00, -0.01
10.18, -0.33, 1.01, -0.09, 0.08, -0.02
10.14, -0.27, 0.88, -0.10, -0.01, 0.01
9.92, -0.33, 0.51, -0.09, 0.05, 0.01
10.31, -0.29, 1.22, -0.10, 0.04, 0.01
9.94, -0.28, 0.53, -0.10, -0.00, 0.00
10.18, -0.33, 0.99, -0.09, 0.08, -0.01
10.18, -0.26, 0.90, -0.10, -0.01, -0.00
9.89, -0.30, 0.48, -0.09, 0.05, 0.00
10.41, -0.33, 1.23, -0.10, 0.04, 0.01
9.94, -0.28, 0.56, -0.10, -0.00, 0.04
10.25, -0.33, 0.98, -0.09, 0.08, 0.03
10.17, -0.28, 0.95, -0.10, -0.01, 0.02
9.95, -0.32, 0.52, -0.09, 0.05, 0.01
10.29, -0.32, 1.21, -0.09, 0.04, 0.01
10.00, -0.28, 0.62, -0.10, -0.01, 0.02
10.20, -0.30, 0.95, -0.09, 0.08, 0.03
10.22, -0.27, 1.00, -0.10, -0.00, 0.03
9.93, -0.31, 0.47, -0.09, 0.03, 0.04
10.29, -0.30, 1.22, -0.09, 0.04, 0.01
10.03, -0.29, 0.66, -0.10, -0.01, 0.01
10.08, -0.34, 0.82, -0.09, 0.08, -0.01
10.21, -0.29, 1.03, -0.10, -0.00, 0.01
9.89, -0.34, 0.45, -0.10, 0.03, 0.02
10.31, -0.32, 1.23, -0.10, 0.04, 0.01
10.02, -0.29, 0.68, -0.10, -0.01, 0.01
10.08, -0.34, 0.80, -0.09, 0.08, -0.00
10.25, -0.26, 1.00, -0.10, -0.01, -0.01
9.90, -0.30, 0.45, -0.09, 0.03, -0.01
54.24, 4.37, -22.05, -0.61, 0.00, -2.18
10.19, -0.26, 0.91, -0.10, -0.01, -0.00
9.99, -0.33, 0.62, -0.09, 0.07, 0.02
10.31, -0.29, 1.16, -0.10, 0.02, 0.02
9.94, -0.29, 0.53, -0.10, -0.00, 0.03
10.24, -0.32, 1.10, -0.09, 0.07, 0.01
10.17, -0.27, 0.90, -0.10, -0.01, 0.01
9.91, -0.34, 0.49, -0.09, 0.05, 0.01
10.31, -0.30, 1.16, -0.10, 0.02, 0.01
9.96, -0.30, 0.54, -0.10, -0.00, 0.03
10.20, -0.34, 0.95, -0.09, 0.08, 0.03
10.18, -0.29, 0.90, -0.10, -0.01, 0.03
9.95, -0.34, 0.52, -0.09, 0.05, 0.03
10.31, -0.31, 1.20, -0.10, 0.04, 0.01
9.94, -0.28, 0.53, -0.10, 0.00, 0.01
10.16, -0.30, 0.95, -0.09, 0.08, -0.00
10.17, -0.24, 0.91, -0.10, -0.01, 0.03
9.92, -0.30, 0.51, -0.09, 0.05, 0.02
10.29, -0.29, 1.23, -0.10, 0.04, 0.01
9.96, -0.28, 0.58, -0.10, -0.00, -0.00
10.17, -0.32, 0.96, -0.09, 0.08, -0.01
10.24, -0.28, 1.06, -0.10, -0.00, -0.02
9.92, -0.34, 0.52, -0.09, 0.05, 0.00
10.32, -0.33, 1.21, -0.10, 0.04, 0.00
10.03, -0.29, 0.65, -0.10, -0.01, 0.02
9.98, -0.34, 0.63, -0.09, 0.06, 0.01
10.23, -0.27, 1.00, -0.10, -0.00, 0.01
9.89, -0.30, 0.41, -0.10, 0.03, 0.01
10.31, -0.30, 1.18, -0.09, 0.04, 0.00
10.03, -0.29, 0.66, -0.10, -0.01, 0.02
10.15, -0.32, 0.91, -0.09, 0.08, 0.04
10.24, -0.27, 1.02, -0.10, -0.01, 0.04
9.91, -0.30, 0.44, -0.38, 0.12, 0.16
10.29, -0.31, 1.17, -0.09, 0.06, 0.03
10.03, -0.30, 0.66, -0.10, -0.01, 0.02
10.08, -0.34, 0.78, -0.09, 0.07, 0.01
10.29, -0.28, 1.12, -0.10, 0.01, 0.01
9.90, -0.30, 0.43, -0.10, 0.03, 0.03
10.27, -0.31, 1.18, -0.09, 0.06, 0.02
10.09, -0.27, 0.80, -0.10, -0.02, 0.02
10.05, -0.33, 0.75, -0.09, 0.07, -0.01
10.28, -0.29, 1.13, -0.10, 0.01, -0.02
9.92, -0.32, 0.44, -0.10, 0.01, -0.01
10.31, -0.33, 1.16, -0.09, 0.06, -0.01
10.10, -0.28, 0.78, -0.10, -0.02, 0.01
10.06, -0.34, 0.72, -0.09, 0.07, 0.01
10.28, -0.31, 1.12, -0.10, 0.01, 0.00
9.91, -0.32, 0.45, -0.10, 0.01, 0.01
10.28, -0.33, 1.20, -0.09, 0.06, -0.01
10.09, -0.28, 0.78, -0.10, -0.02, 0.00
9.97, -0.35, 0.60, -0.09, 0.06, 0.01
10.31, -0.30, 1.20, -0.10, 0.03, 0.02
9.90, -0.30, 0.46, -0.10, 0.01, 0.04
10.24, -0.33, 1.09, -0.09, 0.07, 0.03
10.09, -0.27, 0.81, -0.10, -0.02, 0.02
9.99, -0.33, 0.61, -0.09, 0.06, 0.01
10.32, -0.29, 1.21, -0.10, 0.03, 0.01
9.92, -0.28, 0.45, -0.10, 0.01, 0.04
10.24, -0.33, 1.10, -0.09, 0.07, 0.03
10.11, -0.29, 0.82, -0.10, -0.02, 0.03
9.98, -0.34, 0.62, -0.09, 0.06, 0.02
10.32, -0.31, 1.23, -0.10, 0.03, 0.00
9.91, -0.31, 0.45, -0.10, 0.01, 0.00
10.24, -0.32, 1.08, -0.09, 0.07, -0.01
10.19, -0.28, 0.91, -0.10, -0.01, -0.00
10.01, -0.34, 0.58, -0.09, 0.06, 0.01
10.31, -0.31, 1.17, -0.10, 0.03, 0.00
9.95, -0.30, 0.53, -0.10, -0.01, 0.00
10.23, -0.36, 1.07, -0.09, 0.07, -0.02
10.31, -0.33, 1.18, -0.10, 0.03, 0.01
9.92, -0.34, 0.48, -0.09, 0.05, -0.00
10.32, -0.30, 1.18, -0.10, 0.03, 0.02
9.97, -0.29, 0.55, -0.10, -0.01, 0.03
10.17, -0.31, 0.93, -0.09, 0.08, 0.03
10.18, -0.27, 0.94, -0.10, -0.01, 0.01
9.92, -0.32, 0.49, -0.09, 0.05, 0.01
10.32, -0.28, 1.23, -0.10, 0.03, 0.01
9.96, -0.28, 0.60, -0.10, -0.01, 0.03
10.12, -0.34, 0.93, -0.09, 0.08, 0.03
10.18, -0.27, 0.94, -0.10, -0.01, 0.04
9.93, -0.32, 0.50, -0.09, 0.05, 0.03
10.32, -0.30, 1.21, -0.10, 0.05, 0.02
9.97, -0.27, 0.57, -0.10, -0.01, 0.01
10.14, -0.33, 0.89, -0.09, 0.08, 0.01
10.25, -0.28, 1.02, -0.10, -0.00, 0.00
9.93, -0.32, 0.49, -0.10, 0.04, 0.02
10.31, -0.32, 1.19, -0.10, 0.05, 0.01
10.05, -0.29, 0.68, -0.10, -0.01, 0.01
10.13, -0.34, 0.89, -0.09, 0.08, -0.02
10.24, -0.30, 1.03, -0.10, 0.00, -0.01
9.92, -0.33, 0.49, -0.09, 0.04, -0.00
10.29, -0.33, 1.18, -0.09, 0.05, 0.00
10.03, -0.30, 0.70, -0.10, -0.02, 0.02
10.14, -0.35, 0.91, -0.09, 0.08, 0.01
10.22, -0.28, 1.03, -0.10, -0.00, 0.00
9.89, -0.29, 0.48, -0.09, 0.03, 0.01
10.29, -0.30, 1.21, -0.10, 0.05, -0.00
10.04, -0.27, 0.72, -0.10, -0.01, 0.02
20.13, -0.66, 1.47, -0.09, 0.07, 0.02
10.23, -0.28, 1.04, -0.10, 0.00, 0.04
9.92, -0.31, 0.47, -0.10, 0.03, 0.04
10.28, -0.31, 1.15, -0.09, 0.06, 0.03
10.04, -0.30, 0.71, -0.10, -0.01, 0.02
10.06, -0.34, 0.74, -0.09, 0.07, 0.01
10.28, -0.30, 1.14, -0.10, 0.01, 0.01
9.93, -0.31, 0.45, -0.10, 0.03, 0.03
10.27, -0.32, 1.14, -0.09, 0.06, 0.02
10.15, -0.29, 0.84, -0.10, -0.02, 0.03
10.07, -0.34, 0.72, -0.09, 0.07, 0.00
10.27, -0.29, 1.12, -0.10, 0.01, -0.01
9.92, -0.32, 0.48, -0.10, 0.01, -0.01
10.27, -0.32, 1.16, -0.09, 0.06, -0.01
10.12, -0.28, 0.84, -0.10, -0.02, 0.00
9.96, -0.34, 0.59, -0.09, 0.06, 0.01
10.26, -0.28, 1.13, -0.10, 0.01, 0.00
9.91, -0.31, 0.48, -0.10, 0.01, 0.00
10.27, -0.32, 1.14, -0.09, 0.06, -0.01
10.11, -0.29, 0.85, -0.10, -0.01, 0.00
9.96, -0.34, 0.57, -0.09, 0.06, 0.01
10.28, -0.30, 1.11, -0.10, 0.02, 0.03
9.93, -0.30, 0.51, -0.10, 0.01, 0.04
10.21, -0.33, 1.03, -0.09, 0.08, 0.03
10.12, -0.27, 0.84, -0.10, -0.01, 0.02
9.97, -0.34, 0.57, -0.09, 0.06, 0.02
10.31, -0.31, 1.17, -0.10, 0.03, 0.01
9.93, -0.30, 0.51, -0.10, 0.01, 0.04
10.20, -0.33, 1.05, -0.09, 0.07, 0.03
10.19, -0.27, 0.97, -0.10, -0.01, 0.03
9.94, -0.34, 0.59, -0.09, 0.06, 0.02
10.27, -0.30, 1.19, -0.10, 0.03, 0.00
9.92, -0.30, 0.52, -0.10, 0.01, 0.00
10.20, -0.32, 1.01, -0.09, 0.07, -0.00
10.20, -0.27, 0.98, -0.10, -0.01, 0.01
9.96, -0.33, 0.56, -0.09, 0.06, 0.02
10.32, -0.30, 1.16, -0.10, 0.03, 0.01
9.98, -0.30, 0.58, -0.10, -0.01, 0.01
10.21, -0.33, 1.00, -0.09, 0.07, -0.02
10.22, -0.28, 0.95, -0.10, -0.01, -0.02
10.00, -0.29, 0.59, -0.10, -0.01, 0.02
10.30, -0.32, 1.20, -0.10, 0.03, 0.01
9.97, -0.30, 0.62, -0.10, -0.01, 0.03
10.12, -0.35, 0.88, -0.09, 0.08, 0.03
10.20, -0.28, 0.98, -0.10, -0.01, 0.01
9.92, -0.33, 0.46, -0.09, 0.04, 0.01
10.31, -0.32, 1.19, -0.10, 0.05, 0.00
10.01, -0.28, 0.62, -0.10, -0.01, 0.03
10.13, -0.31, 0.87, -0.09, 0.07, 0.03
10.21, -0.25, 0.97, -0.10, -0.01, 0.04
9.90, -0.29, 0.45, -0.10, 0.04, 0.04
10.31, -0.28, 1.17, -0.09, 0.05, 0.02
9.99, -0.27, 0.62, -0.10, -0.01, 0.01
9.93, -0.30, 0.46, -0.10, 0.04, 0.04
10.29, -0.30, 1.09, -0.10, 0.00, 0.01
9.90, -0.32, 0.44, -0.09, 0.04, 0.03
10.33, -0.33, 1.20, -0.09, 0.05, 0.02
10.07, -0.30, 0.73, -0.10, -0.02, 0.02
10.12, -0.34, 0.85, -0.09, 0.08, -0.01
10.27, -0.32, 1.07, -0.10, 0.00, -0.02
9.90, -0.33, 0.42, -0.10, 0.02, -0.01
10.33, -0.32, 1.20, -0.09, 0.05, -0.00
10.10, -0.28, 0.74, -0.10, -0.02, 0.02
10.12, -0.35, 0.81, -0.09, 0.08, 0.01
10.28, -0.29, 1.08, -0.10, 0.00, 0.00
9.88, -0.29, 0.38, -0.10, 0.02, 0.01
10.30, -0.29, 1.19, -0.09, 0.05, -0.01
10.13, -0.26, 0.84, -0.10, -0.02, 0.00
10.01, -0.34, 0.63, -0.09, 0.07, 0.02
10.27, -0.29, 1.08, -0.10, 0.00, 0.04
9.87, -0.31, 0.44, -0.10, 0.02, 0.04
10.27, -0.33, 1.15, -0.09, 0.07, 0.03
10.07, -0.30, 0.76, -0.10, -0.01, 0.02
10.01, -0.34, 0.67, -0.09, 0.07, 0.01
10.26, -0.32, 1.15, -0.09, 0.07, 0.03
9.88, -0.31, 0.45, -0.10, 0.02, 0.04
10.28, -0.32, 1.13, -0.09, 0.07, 0.03
10.08, -0.29, 0.77, -0.10, -0.01, 0.02
10.04, -0.34, 0.65, -0.09, 0.07, 0.01
10.33, -0.30, 1.14, -0.10, 0.02, -0.01
9.91, -0.31, 0.41, -0.10, 0.01, -0.00
10.29, -0.31, 1.12, -0.09, 0.07, -0.01
10.16, -0.27, 0.86, -0.10, -0.01, 0.00
10.02, -0.33, 0.66, -0.09, 0.07, 0.01
10.31, -0.28, 1.18, -0.10, 0.02, 0.00
9.94, -0.28, 0.52, -0.10, -0.00, 0.00
10.26, -0.32, 1.14, -0.09, 0.07, -0.02
10.13, -0.27, 0.90, -0.10, -0.01, -0.01
9.92, -0.32, 0.55, -0.09, 0.05, -0.00
10.30, -0.30, 1.19, -0.10, 0.02, 0.02
9.94, -0.29, 0.56, -0.10, -0.00, 0.03
10.18, -0.34, 1.01, -0.09, 0.08, 0.03
10.15, -0.27, 0.89, -0.10, -0.01, 0.02
9.96, -0.31, 0.50, -0.09, 0.05, 0.01
10.31, -0.29, 1.15, -0.10, 0.02, 0.02
9.94, -0.28, 0.52, -0.10, -0.00, 0.04
10.17, -0.33, 0.95, -0.09, 0.08, 0.03
10.16, -0.26, 0.87, -0.10, -0.01, 0.03
9.94, -0.32, 0.51, -0.09, 0.05, 0.03
10.32, -0.32, 1.22, -0.10, 0.04, 0.01
9.95, -0.30, 0.55, -0.10, -0.00, 0.01
10.18, -0.33, 0.98, -0.09, 0.08, 0.00
10.24, -0.29, 1.01, -0.10, -0.01, 0.00
9.93, -0.34, 0.54, -0.09, 0.05, 0.02
10.31, -0.31, 1.21, -0.09, 0.04, 0.01
10.01, -0.30, 0.66, -0.10, -0.01, 0.01
10.17, -0.33, 0.94, -0.09, 0.08, -0.02
10.24, -0.27, 1.02, -0.10, -0.00, -0.02
9.93, -0.30, 0.51, -0.09, 0.05, 0.00
10.32, -0.29, 1.20, -0.09, 0.04, 0.00
10.03, -0.27, 0.65, -0.10, -0.01, 0.02
10.15, -0.33, 0.95, -0.09, 0.08, 0.01
10.23, -0.27, 1.02, -0.10, -0.00, 0.01
9.92, -0.30, 0.48, -0.10, 0.03, 0.01
10.30, -0.30, 1.20, -0.09, 0.04, 0.00
10.01, -0.28, 0.66, -0.10, -0.02, 0.02
10.07, -0.34, 0.75, -0.09, 0.07, 0.03
10.24, -0.29, 1.00, -0.10, -0.00, 0.04
54.24, 4.37, -22.66, -2.25, 0.00, -2.18
10.31, -0.32, 1.18, -0.09, 0.06, 0.03
10.09, -0.28, 0.82, -0.10, -0.02, 0.02
10.07, -0.33, 0.76, -0.09, 0.07, -0.00
10.29, -0.27, 1.14, -0.10, 0.01, -0.01
9.91, -0.29, 0.44, -0.10, 0.01, 0.00
10.31, -0.32, 1.20, -0.09, 0.06, 0.01
10.11, -0.28, 0.79, -0.10, -0.02, 0.01
9.98, -0.34, 0.59, -0.09, 0.06, 0.01
10.31, -0.29, 1.13, -0.10, 0.01, -0.01
9.91, -0.32, 0.45, -0.10, 0.01, -0.01
10.22, -0.33, 1.06, -0.09, 0.08, -0.02
10.11, -0.27, 0.78, -0.10, -0.01, -0.00
9.98, -0.34, 0.57, -0.09, 0.06, 0.01
10.29, -0.30, 1.12, -0.10, 0.01, 0.02
9.94, -0.30, 0.43, -0.10, 0.01, 0.02
10.24, -0.33, 1.04, -0.09, 0.08, 0.01
10.10, -0.25, 0.81, -0.10, -0.01, 0.00
9.99, -0.32, 0.58, -0.09, 0.06, 0.01
10.33, -0.29, 1.21, -0.10, 0.03, 0.01
9.93, -0.30, 0.51, -0.10, 0.01, 0.05
10.23, -0.32, 1.09, -0.09, 0.07, 0.04
10.20, -0.27, 0.96, -0.10, -0.01, 0.03
9.98, -0.36, 0.62, -0.09, 0.06, 0.02
10.31, -0.33, 1.24, -0.10, 0.03, 0.01
9.97, -0.32, 0.60, -0.10, -0.01, 0.01
10.22, -0.34, 1.07, -0.09, 0.07, 0.02
10.21, -0.28, 0.94, -0.10, -0.01, 0.02
9.93, -0.33, 0.48, -0.09, 0.04, 0.02
10.31, -0.30, 1.19, -0.10, 0.03, 0.00
9.98, -0.29, 0.58, -0.10, -0.01, 0.00
10.23, -0.33, 1.08, -0.09, 0.08, -0.02
10.21, -0.27, 0.95, -0.10, -0.01, -0.01
9.92, -0.31, 0.48, -0.09, 0.04, -0.00
10.28, -0.29, 1.19, -0.10, 0.03, 0.01
9.96, -0.28, 0.58, -0.10, -0.01, 0.02
10.11, -0.33, 0.88, -0.09, 0.08, 0.01
10.18, -0.28, 0.95, -0.10, -0.01, -0.01
9.93, -0.32, 0.48, -0.09, 0.04, -0.00
10.29, -0.31, 1.18, -0.09, 0.05, 0.00
9.97, -0.30, 0.55, -0.10, -0.01, 0.03
10.13, -0.32, 0.84, -0.09, 0.08, 0.03
10.25, -0.28, 1.06, -0.10, 0.00, 0.04
9.93, -0.32, 0.48, -0.10, 0.04, 0.03
10.31, -0.32, 1.19, -0.09, 0.05, 0.01
9.99, -0.28, 0.60, -0.10, -0.01, 0.02
10.12, -0.33, 0.88, -0.09, 0.08, 0.02
10.25, -0.28, 1.07, -0.10, 0.00, 0.03
9.91, -0.31, 0.47, -0.09, 0.04, 0.04
10.30, -0.31, 1.22, -0.09, 0.05, 0.02
10.08, -0.29, 0.74, -0.10, -0.02, 0.02
10.10, -0.36, 0.86, -0.09, 0.08, -0.01
10.26, -0.30, 1.07, -0.10, 0.00, -0.01
9.92, -0.30, 0.45, -0.10, 0.02, 0.00
10.32, -0.30, 1.20, -0.10, 0.05, 0.01
10.07, -0.27, -0.62, -0.07, -0.07, -0.07
10.02, -0.35, 0.66, -0.09, 0.07, 0.01
10.26, -0.29, 1.08, -0.10, 0.00, -0.02
9.91, -0.31, 0.47, -0.10, 0.02, -0.01
10.25, -0.32, 1.11, -0.09, 0.07, -0.02
10.07, -0.27, 0.73, -0.10, -0.02, 0.01
10.01, -0.33, 0.67, -0.09, 0.07, 0.02
10.26, -0.29, 1.08, -0.10, 0.00, 0.02
9.93, -0.33, 0.48, -0.10, 0.02, 0.02
10.28, -0.32, 1.13, -0.09, 0.07, 0.01
10.07, -0.28, 0.76, -0.10, -0.02, 0.01
10.01, -0.34, 0.64, -0.09, 0.07, 0.02
10.30, -0.28, 1.14, -0.10, 0.02, 0.02
9.90, -0.31, 0.44, -0.10, 0.02, 0.04
10.27, -0.32, 1.10, -0.09, 0.07, 0.03
10.15, -0.27, 0.87, -0.10, -0.02, 0.03
10.01, -0.34, 0.62, -0.09, 0.07, 0.01
10.31, -0.28, 1.16, -0.10, 0.02, 0.00
9.94, -0.28, 0.50, -0.10, -0.00, 0.01
10.27, -0.30, 1.12, -0.09, 0.07, 0.02
10.33, -0.30, 1.25, -0.09, 0.04, 0.01
10.00, -0.33, 0.63, -0.09, 0.07, 0.01
10.34, -0.30, 1.19, -0.10, 0.02, -0.01
9.93, -0.29, 0.51, -0.10, -0.00, -0.00
10.24, -0.31, 1.12, -0.09, 0.07, -0.02
10.16, -0.27, 0.89, -0.10, -0.02, -0.00
9.92, -0.34, 0.48, -0.09, 0.05, 0.00
10.31, -0.30, 1.20, -0.10, 0.02, 0.01
9.95, -0.28, 0.53, -0.10, -0.00, 0.01
10.18, -0.33, 0.94, -0.09, 0.08, 0.00
10.17, -0.27, 0.91, -0.10, -0.02, -0.00
9.91, -0.32, 0.47, -0.09, 0.05, 0.01
10.32, -0.31, 1.24, -0.10, 0.04, 0.00
9.92, -0.28, 0.54, -0.10, -0.00, 0.03
10.15, -0.31, 0.94, -0.09, 0.08, 0.04
10.21, -0.27, 1.02, -0.10, -0.01, 0.03
9.91, -0.32, 0.49, -0.09, 0.05, 0.02
10.31, -0.29, 1.22, -0.09, 0.04, 0.01
9.96, -0.29, 0.53, -0.10, -0.00, 0.03
10.17, -0.31, 0.92, -0.09, 0.08, 0.02
10.22, -0.27, 1.01, -0.10, -0.00, 0.03
9.91, -0.32, 0.46, -0.09, 0.05, 0.03
10.32, -0.31, 1.21, -0.09, 0.04, 0.01
10.02, -0.29, 0.66, -0.10, -0.01, 0.01
10.15, -0.31, 0.93, -0.09, 0.08, -0.01
10.24, -0.26, 1.02, -0.10, -0.00, -0.01
9.89, -0.29, 0.43, -0.09, 0.03, 0.00
10.30, -0.33, 1.19, -0.10, 0.04, 0.00
10.03, -0.30, 0.66, -0.10, -0.01, 0.01
10.06, -0.33, 0.76, -0.09, 0.07, 0.00
10.22, -0.26, 1.04, -0.10, -0.00, -0.02
9.91, -0.27, 0.43, -0.10, 0.03, -0.01
10.32, -0.29, 1.21, -0.10, 0.04, 0.00
10.03, -0.28, 0.67, -0.10, -0.01, 0.02
10.06, -0.34, 0.74, -0.09, 0.07, 0.03
10.25, -0.28, 1.03, -0.10, -0.00, 0.02
9.92, -0.31, 0.44, -0.10, 0.03, 0.02
10.09, -0.32, 0.76, -0.09, 0.07, 0.02
10.04, -0.29, 0.72, -0.10, -0.01, 0.02
10.08, -0.36, 0.76, -0.09, 0.07, 0.02
10.29, -0.29, 1.11, -0.10, 0.01, 0.03
9.92, -0.32, 0.42, -0.10, 0.03, 0.05
10.28, -0.33, 1.16, -0.09, 0.06, 0.03
10.10, -0.29, 0.81, -0.10, -0.01, 0.03
10.08, -0.36, 0.74, -0.09, 0.07, 0.00
10.28, -0.30, 1.14, -0.10, 0.01, -0.00
9.91, -0.32, 0.39, -0.10, 0.03, 0.02
10.28, -0.31, 1.14, -0.09, 0.06, 0.02
10.12, -0.27, 0.80, -0.10, -0.01, 0.02
10.07, -0.33, 0.71, -0.09, 0.08, -0.00
10.29, -0.29, 1.13, -0.10, 0.01, -0.01
9.93, -0.30, 0.48, -0.10, 0.01, -0.01
